# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Sun Aug  2 21:14:37 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 8.10000 4.8392672539 2.6132043679    4.699  4.167  3.5276  0.005    7  0.000  0.378   245.23   125.35    80.47    61.02    50.41  2 -7.36e-07      0.01 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.647 0.718 -0.893 -2.438 -3.979 -5.703 -7.463 -8.356 -8.665
0.0152 0.01508 8.10000 4.8392777443 2.6132044264    4.698  4.135  3.5315  0.053    7  0.000  0.378   221.69   114.99    74.11    56.13    46.36  2 -5.31e-07      0.00 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.567 0.690 -1.019 -2.588 -4.050 -5.702 -7.373 -8.259 -8.558
0.0152 0.01508 8.10000 4.8392968178 2.6132045326    4.698  4.157  3.5288  0.020    7  0.000  0.378   237.88   122.13    78.49    59.50    49.15  2 -6.69e-07      0.01 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.623 0.708 -0.936 -2.489 -4.004 -5.707 -7.436 -8.327 -8.633
0.0152 0.01508 8.10000 4.8393120766 2.6132046176    4.697  4.191  3.5244 -0.032    7  0.000  0.378   265.26   134.06    85.80    65.13    53.81  2 -9.55e-07      0.01 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.708 0.749 -0.776 -2.301 -3.913 -5.692 -7.533 -8.429 -8.748
0.0152 0.01508 8.10000 4.8393349648 2.6132047451    4.695  4.222  3.5203 -0.079    7  0.000  0.378   293.21   146.06    93.12    70.78    58.49  2 -1.31e-06      0.02 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.786 0.804 -0.609 -2.112 -3.820 -5.672 -7.619 -8.522 -8.853
0.0152 0.01508 8.10000 4.8393921852 2.6132050637    4.689  4.248  3.5169 -0.119    7  0.000  0.378   318.60   156.83    99.66    75.83    62.68  2  -1.7e-06      0.03 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.849 0.885 -0.427 -1.905 -3.708 -5.617 -7.684 -8.596 -8.941
0.0152 0.01508 8.10000 4.8394141197 2.6132051859    4.687  4.232  3.5189 -0.095    7  0.000  0.378   303.10   150.29    95.69    72.76    60.14  2 -1.45e-06      0.03 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.810 0.838 -0.535 -2.028 -3.774 -5.649 -7.644 -8.551 -8.887
0.0152 0.01508 8.10000 4.8394284248 2.6132052656    4.686  4.261  3.5151 -0.139    7  0.849  0.378   332.56   162.71   103.22    78.59    64.96  2 -1.97e-06      0.04 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.881 0.930 -0.325 -1.789 -3.646 -5.584 -7.717 -8.634 -8.986
0.0152 0.01508 8.10000 4.8394527435 2.6132054010    4.682  4.280  3.5125 -0.169    7  0.849  0.378   354.40   171.82   108.74    82.85    68.50  2  -2.4e-06      0.06 6.227e-01 3.619e-01 1.540e-03 3.221e-03 5.426e-03 -1.000 1.537e-02 -5.930 1.013 -0.164 -1.609 -3.547 -5.532 -7.765 -8.688 -9.053
0.0152 0.01508 8.10000 4.8394684792 2.6132054887    4.681  4.280  3.5125 -0.170    8  0.849  0.400   354.43   171.83   108.75    82.86    68.50  2 -2.42e-06      0.06 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.930 1.014 -0.164 -1.608 -3.547 -5.531 -7.765 -8.688 -9.053
0.0152 0.01508 8.10000 4.8394694328 2.6132054940    4.680  4.399  3.4966 -0.352    8  0.849  0.400   470.74   239.11   149.09   114.16    94.45  0 -8.36e-06      0.25 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.228 2.090 1.137 -0.347 -2.824 -5.047 -7.976 -8.980 -9.457
0.0152 0.01508 8.10000 4.8394689560 2.6132054913    4.680  4.439  3.4913 -0.414    8  0.849  0.400   514.44   267.14   165.74   127.11   105.20  0 -1.27e-05      0.40 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.328 2.853 1.798 0.202 -2.487 -4.787 -7.989 -9.046 -9.588
0.0152 0.01508 8.10000 4.8394699097 2.6132054966    4.680  4.379  3.4993 -0.322    8  0.849  0.400   450.21   226.16   141.37   108.15    89.47  0 -6.78e-06      0.19 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.177 1.745 0.827 -0.606 -2.981 -5.168 -7.963 -8.943 -9.391
0.0152 0.01508 8.10000 4.8394722939 2.6132055099    4.679  4.287  3.5114 -0.182    8  0.849  0.400   363.58   175.63   111.04    84.64    69.97  2 -2.62e-06      0.06 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.948 1.064 -0.083 -1.522 -3.498 -5.503 -7.781 -8.709 -9.079
0.0152 0.01508 8.10000 4.8394761086 2.6132055311    4.679  4.192  3.5239 -0.036    8  0.849  0.400   267.36   135.01    86.38    65.58    54.19  2 -9.73e-07      0.01 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.710 0.758 -0.752 -2.273 -3.896 -5.683 -7.536 -8.434 -8.753
0.0152 0.01508 8.10000 4.8394813538 2.6132055604    4.677  4.234  3.5183 -0.101    8  0.849  0.400   306.27   151.66    96.52    73.41    60.67  2 -1.51e-06      0.03 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.815 0.852 -0.501 -1.988 -3.750 -5.635 -7.650 -8.558 -8.897
0.0152 0.01508 8.10000 4.8394885063 2.6132056002    4.676  4.267  3.5140 -0.151    8  0.849  0.400   340.50   166.06   105.25    80.16    66.26  2 -2.12e-06      0.04 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.897 0.956 -0.260 -1.712 -3.602 -5.559 -7.734 -8.653 -9.009
0.0152 0.01508 8.10000 4.8394980431 2.6132056533    4.674  4.288  3.5111 -0.183    8  0.849  0.400   364.71   176.12   111.33    84.87    70.16  2 -2.64e-06      0.07 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.949 1.072 -0.067 -1.504 -3.487 -5.495 -7.782 -8.710 -9.082
0.0152 0.01508 8.10000 4.8395104408 2.6132057223    4.671  4.301  3.5093 -0.204    8  0.849  0.400   379.85   182.92   115.43    88.05    72.80  2 -3.04e-06      0.08 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.982 1.158 0.064 -1.365 -3.409 -5.448 -7.811 -8.746 -9.128
0.0152 0.01508 8.10000 4.8395261765 2.6132058100    4.668  4.311  3.5078 -0.221    8  0.849  0.400   389.18   188.55   118.82    90.67    74.98  2  -3.4e-06      0.09 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.009 1.225 0.166 -1.258 -3.348 -5.409 -7.834 -8.775 -9.165
0.0152 0.01508 8.10000 4.8395447731 2.6132059135    4.664  4.322  3.5062 -0.239    8  0.850  0.400   399.11   194.59   122.45    93.49    77.31  2 -3.82e-06      0.11 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.036 1.331 0.296 -1.129 -3.273 -5.358 -7.853 -8.802 -9.203
0.0152 0.01508 8.10000 4.8395447731 2.6132059135    4.663  4.519  3.4801 -0.540    8  0.850  0.400   617.04   335.35   205.92   158.48   131.23  0 -2.95e-05      0.99 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.528 5.883 3.929 1.750 -1.462 -3.957 -7.794 -9.053 -9.819
0.0152 0.01508 8.10000 4.8395452499 2.6132059162    4.663  4.482  3.4851 -0.483    8  0.850  0.400   568.04   302.41   186.56   143.36   118.68  0    -2e-05      0.67 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.434 4.200 2.784 0.928 -2.008 -4.400 -7.924 -9.074 -9.719
0.0152 0.01508 8.10000 4.8395466805 2.6132059242    4.663  4.421  3.4931 -0.390    8  0.850  0.400   496.88   255.86   159.03   121.91   100.88  0 -1.07e-05      0.34 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.283 2.556 1.556 0.007 -2.604 -4.876 -7.981 -9.017 -9.533
0.0152 0.01508 8.10000 4.8395490646 2.6132059374    4.662  4.329  3.5052 -0.250    8  0.850  0.400   405.40   198.43   124.76    95.28    78.79  0  -4.1e-06      0.13 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.053 1.410 0.386 -1.044 -3.223 -5.324 -7.863 -8.817 -9.227
0.0152 0.01508 8.10000 4.8395528793 2.6132059587    4.661  4.233  3.5180 -0.102    8  0.850  0.400   306.87   151.97    96.70    73.56    60.79  2  -1.5e-06      0.03 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.811 0.861 -0.476 -1.959 -3.730 -5.620 -7.648 -8.556 -8.896
0.0152 0.01508 8.10000 4.8395586014 2.6132059906    4.660  4.273  3.5126 -0.164    8  0.850  0.400   349.49   169.87   107.55    81.95    67.74  2 -2.29e-06      0.05 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.912 0.993 -0.178 -1.618 -3.547 -5.526 -7.751 -8.672 -9.033
0.0152 0.01508 8.10000 4.8395662308 2.6132060330    4.658  4.303  3.5086 -0.210    8  0.850  0.400   382.75   184.68   116.49    88.87    73.48  2 -3.13e-06      0.08 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.987 1.183 0.108 -1.317 -3.379 -5.427 -7.815 -8.753 -9.137
0.0152 0.01508 8.10000 4.8395767212 2.6132060915    4.656  4.320  3.5062 -0.238    8  0.850  0.400   398.26   194.09   122.14    93.25    77.11  2 -3.77e-06      0.11 6.227e-01 3.620e-01 1.633e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.031 1.321 0.290 -1.134 -3.274 -5.358 -7.850 -8.798 -9.198
0.0152 0.01508 8.10000 4.8395905495 2.6132061685    4.652  4.330  3.5049 -0.252    8  0.850  0.400   406.76   199.27   125.26    95.67    79.12  0 -4.16e-06      0.13 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.054 1.429 0.411 -1.018 -3.207 -5.312 -7.864 -8.819 -9.230
0.0152 0.01508 8.10000 4.8396067619 2.6132062588    4.648  4.335  3.5041 -0.261    8  0.850  0.400   412.06   202.53   127.21    97.19    80.38  0 -4.41e-06      0.14 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.068 1.494 0.486 -0.946 -3.164 -5.283 -7.872 -8.832 -9.250
0.0152 0.01508 8.10000 4.8396272659 2.6132063729    4.644  4.340  3.5034 -0.270    8  0.851  0.400   416.82   205.46   128.96    98.55    81.51  0 -4.65e-06      0.15 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.080 1.553 0.553 -0.881 -3.126 -5.257 -7.879 -8.843 -9.267
0.0152 0.01508 8.10000 4.8396272659 2.6132063729    4.643  4.537  3.4772 -0.571    8  0.851  0.400   644.84   354.47   217.10   167.25   138.50  0  -3.6e-05      1.28 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.572 7.335 4.865 2.430 -1.004 -3.583 -7.641 -8.989 -9.847
0.0152 0.01508 8.10000 4.8396277428 2.6132063756    4.643  4.500  3.4821 -0.514    8  0.851  0.400   593.90   319.83   196.79   151.37   125.32  0 -2.45e-05      0.82 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.479 5.011 3.352 1.337 -1.734 -4.177 -7.865 -9.067 -9.772
0.0152 0.01508 8.10000 4.8396291733 2.6132063836    4.642  4.439  3.4901 -0.422    8  0.851  0.400   519.55   270.60   167.75   128.72   106.53  0 -1.31e-05      0.41 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.328 2.936 1.895 0.294 -2.422 -4.733 -7.982 -9.046 -9.595
0.0152 0.01508 8.10000 4.8396315575 2.6132063968    4.641  4.347  3.5023 -0.281    8  0.851  0.400   423.97   209.88   131.61   100.61    83.21  0 -5.04e-06      0.17 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.098 1.637 0.650 -0.788 -3.072 -5.220 -7.890 -8.860 -9.292
0.0152 0.01508 8.10000 4.8396358490 2.6132064207    4.640  4.251  3.5152 -0.133    8  0.851  0.400   327.00   160.54   101.89    77.58    64.13  2 -1.84e-06      0.04 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.856 0.930 -0.320 -1.779 -3.630 -5.566 -7.695 -8.610 -8.960
0.0152 0.01508 8.10000 4.8396420479 2.6132064553    4.639  4.290  3.5098 -0.195    8  0.851  0.400   372.33   179.43   113.31    86.42    71.45  2 -2.79e-06      0.07 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.956 1.125 0.026 -1.400 -3.422 -5.452 -7.789 -8.721 -9.098
0.0152 0.01508 8.10000 4.8396506310 2.6132065031    4.636  4.320  3.5058 -0.241    8  0.851  0.400   399.62   194.93   122.64    93.65    77.44  2 -3.81e-06      0.11 6.227e-01 3.620e-01 1.634e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.030 1.342 0.321 -1.100 -3.252 -5.341 -7.849 -8.798 -9.200
0.0152 0.01508 8.10000 4.8396615982 2.6132065641    4.633  4.337  3.5034 -0.268    8  0.851  0.401   415.53   204.68   128.49    98.20    81.21  0 -4.57e-06      0.15 6.227e-01 3.620e-01 1.635e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.074 1.539 0.543 -0.888 -3.129 -5.257 -7.874 -8.838 -9.260
0.0152 0.01508 8.10000 4.8396759033 2.6132066438    4.629  4.346  3.5022 -0.282    8  0.851  0.401   424.12   210.00   131.67   100.67    83.26  0 -5.03e-06      0.17 6.227e-01 3.620e-01 1.635e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.096 1.641 0.660 -0.776 -3.063 -5.212 -7.888 -8.858 -9.290
0.0152 0.01508 8.10000 4.8396940231 2.6132067447    4.624  4.351  3.5014 -0.291    8  0.852  0.401   429.36   213.25   133.62   102.18    84.51  0 -5.32e-06      0.18 6.227e-01 3.620e-01 1.635e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.108 1.703 0.732 -0.706 -3.022 -5.184 -7.895 -8.870 -9.308
0.0152 0.01508 8.10000 4.8397154808 2.6132068642    4.618  4.356  3.5007 -0.298    8  0.852  0.401   433.96   216.12   135.33   103.52    85.62  0 -5.58e-06      0.19 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.119 1.756 0.795 -0.645 -2.985 -5.158 -7.901 -8.880 -9.324
0.0152 0.01508 8.10000 4.8397154808 2.6132068642    4.617  4.552  3.4743 -0.601    8  0.852  0.401   671.68   373.21   228.01   175.83   145.62  0 -4.32e-05      1.53 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.611 8.667 5.724 3.048 -0.586 -3.243 -7.501 -8.931 -9.873
0.0152 0.01508 8.10000 4.8397159576 2.6132068668    4.617  4.515  3.4793 -0.544    8  0.852  0.401   619.01   336.98   206.83   159.25   131.86  0 -2.95e-05      1.00 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.519 5.958 3.995 1.801 -1.420 -3.920 -7.779 -9.042 -9.812
0.0152 0.01508 8.10000 4.8397173882 2.6132068748    4.616  4.455  3.4873 -0.452    8  0.852  0.401   541.60   285.13   176.33   135.43   112.09  0 -1.58e-05      0.49 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.368 3.332 2.202 0.515 -2.273 -4.611 -7.975 -9.068 -9.648
0.0152 0.01508 8.10000 4.8397202492 2.6132068907    4.615  4.364  3.4995 -0.311    8  0.852  0.401   442.08   221.20   138.36   105.87    87.57  0 -6.09e-06      0.21 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -6.139 1.905 0.934 -0.523 -2.912 -5.104 -7.906 -8.895 -9.351
0.0152 0.01508 8.10000 4.8397245407 2.6132069146    4.614  4.266  3.5125 -0.162    8  0.852  0.401   346.86   168.97   106.98    81.54    67.40  2 -2.22e-06      0.05 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.896 0.998 -0.165 -1.601 -3.530 -5.510 -7.737 -8.658 -9.018
0.0152 0.01508 8.10000 4.8397312164 2.6132069518    4.612  4.306  3.5072 -0.224    8  0.852  0.401   389.51   188.81   118.94    90.81    75.08  2 -3.36e-06      0.09 6.227e-01 3.620e-01 1.636e-03 3.222e-03 5.441e-03 -1.000 1.532e-02 -5.996 1.243 0.208 -1.208 -3.310 -5.377 -7.823 -8.765 -9.155
0.0152 0.01508 8.10000 4.8397402763 2.6132070023    4.609  4.335  3.5032 -0.269    8  0.852  0.401   415.87   204.93   128.62    98.32    81.31  0 -4.56e-06      0.15 6.226e-01 3.620e-01 1.636e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.069 1.548 0.562 -0.866 -3.112 -5.243 -7.870 -8.834 -9.256
0.0152 0.01508 8.10000 4.8397526741 2.6132070713    4.605  4.352  3.5008 -0.296    8  0.853  0.401   432.08   214.98   134.63   102.99    85.18  0 -5.46e-06      0.18 6.226e-01 3.620e-01 1.637e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.111 1.738 0.779 -0.658 -2.991 -5.161 -7.896 -8.873 -9.315
0.0152 0.01508 8.10000 4.8397679329 2.6132071563    4.600  4.361  3.4996 -0.310    8  0.853  0.401   440.69   220.36   137.85   105.49    87.25  0 -5.98e-06      0.21 6.226e-01 3.620e-01 1.637e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.132 1.873 0.914 -0.536 -2.918 -5.108 -7.903 -8.890 -9.344
0.0152 0.01508 8.10000 4.8397874832 2.6132072651    4.593  4.365  3.4988 -0.318    8  0.853  0.401   445.79   223.57   139.76   106.98    88.49  0  -6.3e-06      0.23 6.226e-01 3.620e-01 1.638e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.143 1.990 1.015 -0.452 -2.866 -5.067 -7.902 -8.896 -9.360
0.0152 0.01508 8.10000 4.8398108482 2.6132073952    4.586  4.369  3.4982 -0.325    8  0.854  0.401   450.20   226.36   141.42   108.28    89.56  0 -6.59e-06      0.19 6.226e-01 3.621e-01 1.638e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.153 1.773 0.894 -0.530 -2.920 -5.112 -7.943 -8.924 -9.372
0.0152 0.01508 8.10000 4.8398108482 2.6132073952    4.585  4.566  3.4716 -0.628    8  0.854  0.401   697.22   391.32   238.54   184.12   152.49  0  -5.1e-05      1.80 6.226e-01 3.621e-01 1.638e-03 3.223e-03 5.441e-03 -1.000 1.532e-02 -6.644 10.020 6.591 3.672 -0.160 -2.895 -7.350 -8.863 -9.887
0.0152 0.01508 8.10000 4.8398113251 2.6132073979    4.584  4.529  3.4765 -0.572    8  0.854  0.401   642.99   353.61   216.53   166.88   138.19  0 -3.49e-05      1.25 6.226e-01 3.621e-01 1.638e-03 3.224e-03 5.441e-03 -1.000 1.532e-02 -6.553 7.214 4.807 2.391 -1.021 -3.593 -7.644 -8.985 -9.834
0.0152 0.01508 8.10000 4.8398132324 2.6132074085    4.584  4.469  3.4846 -0.479    8  0.854  0.401   562.74   299.28   184.64   141.96   117.50  0 -1.87e-05      0.62 6.226e-01 3.621e-01 1.638e-03 3.224e-03 5.441e-03 -1.000 1.532e-02 -6.403 4.025 2.693 0.871 -2.033 -4.413 -7.922 -9.060 -9.692
0.0152 0.01508 8.10000 4.8398160934 2.6132074244    4.583  4.378  3.4969 -0.339    8  0.854  0.401   459.56   232.27   144.94   111.02    91.83  0 -7.25e-06      0.21 6.226e-01 3.621e-01 1.638e-03 3.224e-03 5.441e-03 -1.000 1.532e-02 -6.175 1.902 1.019 -0.422 -2.854 -5.062 -7.952 -8.942 -9.402
0.0152 0.01508 8.10000 4.8398208618 2.6132074510    4.581  4.281  3.5100 -0.190    8  0.854  0.401   366.31   177.21   111.94    85.40    70.60  2 -2.63e-06      0.07 6.226e-01 3.621e-01 1.638e-03 3.224e-03 5.441e-03 -1.000 1.532e-02 -5.931 1.112 0.018 -1.403 -3.416 -5.441 -7.768 -8.698 -9.071
0.0152 0.01508 8.10000 4.8398280144 2.6132074908    4.578  4.320  3.5046 -0.251    8  0.854  0.402   404.64   198.07   124.49    95.13    78.66  0 -3.99e-06      0.12 6.226e-01 3.621e-01 1.638e-03 3.225e-03 5.441e-03 -1.000 1.532e-02 -6.031 1.417 0.425 -0.992 -3.181 -5.287 -7.846 -8.800 -9.208
0.0152 0.01508 8.10000 4.8398380280 2.6132075466    4.574  4.349  3.5006 -0.297    8  0.854  0.402   431.87   214.90   134.57   102.97    85.15  0 -5.41e-06      0.18 6.226e-01 3.621e-01 1.638e-03 3.225e-03 5.441e-03 -1.000 1.532e-02 -6.103 1.742 0.795 -0.638 -2.975 -5.147 -7.890 -8.867 -9.308
0.0152 0.01508 8.10000 4.8398509026 2.6132076183    4.569  4.366  3.4982 -0.323    8  0.854  0.402   448.59   225.38   140.82   107.83    89.19  0 -6.46e-06      0.18 6.226e-01 3.621e-01 1.638e-03 3.226e-03 5.440e-03 -1.000 1.533e-02 -6.145 1.764 0.888 -0.533 -2.919 -5.110 -7.936 -8.917 -9.363
0.0152 0.01508 8.10000 4.8398675919 2.6132077112    4.563  4.374  3.4970 -0.337    8  0.854  0.402   457.52   231.02   144.19   110.45    91.36  0 -7.07e-06      0.20 6.226e-01 3.621e-01 1.639e-03 3.227e-03 5.440e-03 -1.000 1.533e-02 -6.165 1.870 0.998 -0.437 -2.860 -5.065 -7.947 -8.935 -9.391
0.0152 0.01508 8.10000 4.8398885727 2.6132078280    4.555  4.379  3.4962 -0.345    8  0.855  0.402   462.88   234.44   146.21   112.03    92.67  0 -7.46e-06      0.22 6.226e-01 3.621e-01 1.639e-03 3.228e-03 5.440e-03 -1.000 1.533e-02 -6.177 1.971 1.089 -0.360 -2.812 -5.028 -7.948 -8.942 -9.407
0.0152 0.01508 8.10000 4.8399138451 2.6132079687    4.545  4.382  3.4955 -0.353    8  0.855  0.402   467.55   237.43   147.99   113.43    93.82  0 -7.81e-06      0.24 6.226e-01 3.621e-01 1.639e-03 3.230e-03 5.440e-03 -1.000 1.533e-02 -6.186 2.059 1.169 -0.291 -2.770 -4.994 -7.948 -8.948 -9.420
0.0152 0.01508 8.10000 4.8399138451 2.6132079687    4.544  4.579  3.4688 -0.656    8  0.855  0.402   724.54   411.02   249.94   193.12   159.96  0 -6.05e-05      2.23 6.226e-01 3.621e-01 1.639e-03 3.230e-03 5.440e-03 -1.000 1.533e-02 -6.677 12.201 7.947 4.646 0.518 -2.332 -7.076 -8.718 -9.863
0.0152 0.01508 8.10000 4.8399143219 2.6132079714    4.543  4.543  3.4737 -0.601    8  0.855  0.402   668.70   371.73   227.07   175.19   145.07  0 -4.15e-05      1.50 6.226e-01 3.621e-01 1.639e-03 3.230e-03 5.440e-03 -1.000 1.533e-02 -6.587 8.510 5.647 2.996 -0.610 -3.259 -7.505 -8.925 -9.855
0.0152 0.01508 8.10000 4.8399162292 2.6132079820    4.543  4.483  3.4818 -0.508    8  0.855  0.402   585.41   314.67   193.66   149.05   123.38  0 -2.23e-05      0.76 6.226e-01 3.621e-01 1.639e-03 3.230e-03 5.440e-03 -1.000 1.533e-02 -6.437 4.757 3.212 1.246 -1.779 -4.205 -7.865 -9.050 -9.735
0.0152 0.01508 8.10000 4.8399190903 2.6132079979    4.541  4.392  3.4941 -0.369    8  0.855  0.402   478.32   244.31   152.08   116.61    96.47  0 -8.67e-06      0.28 6.226e-01 3.621e-01 1.639e-03 3.231e-03 5.440e-03 -1.000 1.533e-02 -6.210 2.254 1.342 -0.147 -2.681 -4.925 -7.951 -8.965 -9.454
0.0152 0.01508 8.10000 4.8399243355 2.6132080271    4.539  4.294  3.5073 -0.218    8  0.855  0.402   384.96   186.12   117.29    89.57    74.05  2 -3.14e-06      0.08 6.226e-01 3.621e-01 1.639e-03 3.231e-03 5.440e-03 -1.000 1.533e-02 -5.966 1.230 0.201 -1.210 -3.301 -5.363 -7.798 -8.737 -9.124
0.0152 0.01508 8.10000 4.8399319649 2.6132080696    4.535  4.334  3.5019 -0.280    8  0.855  0.402   420.78   208.07   130.46    99.80    82.53  0 -4.76e-06      0.16 6.225e-01 3.621e-01 1.639e-03 3.232e-03 5.439e-03 -1.000 1.533e-02 -6.065 1.623 0.670 -0.752 -3.036 -5.185 -7.864 -8.832 -9.261
0.0152 0.01508 8.10000 4.8399419785 2.6132081254    4.531  4.363  3.4979 -0.325    8  0.856  0.402   448.86   225.63   140.95   107.96    89.29  0 -6.43e-06      0.18 6.225e-01 3.621e-01 1.639e-03 3.234e-03 5.439e-03 -1.000 1.533e-02 -6.137 1.779 0.913 -0.507 -2.898 -5.091 -7.929 -8.910 -9.357
0.0152 0.01508 8.10000 4.8399558067 2.6132082024    4.524  4.379  3.4955 -0.351    8  0.856  0.402   466.05   236.52   147.44   113.01    93.48  0 -7.66e-06      0.23 6.225e-01 3.621e-01 1.639e-03 3.236e-03 5.439e-03 -1.000 1.534e-02 -6.177 2.037 1.157 -0.298 -2.771 -4.994 -7.943 -8.942 -9.412
