# File generated by CMD 3.9 (http://stev.oapd.inaf.it/cmd) on Sun Aug  2 21:14:37 UTC 2026
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.0152 0.01508 8.20000 4.4205904007 2.6106160831    4.185  4.246  3.5052 -0.213    8  0.820  0.399   370.16   180.72   113.83    87.15    72.00  2 -2.53e-06      0.06 6.346e-01 3.500e-01 1.664e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.844 1.264 0.356 -1.006 -3.123 -5.200 -7.696 -8.631 -9.013
0.0152 0.01508 8.20000 4.4205994606 2.6106161452    4.182  4.279  3.5006 -0.265    8  0.820  0.399   404.19   198.25   124.35    95.34    78.78  0 -3.58e-06      0.11 6.346e-01 3.500e-01 1.665e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.927 1.490 0.679 -0.674 -2.935 -5.078 -7.764 -8.718 -9.126
0.0152 0.01508 8.20000 4.4206109047 2.6106162237    4.178  4.298  3.4979 -0.296    8  0.820  0.400   422.35   209.60   131.13   100.63    83.16  0  -4.4e-06      0.15 6.346e-01 3.501e-01 1.666e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.975 1.716 0.920 -0.456 -2.806 -4.984 -7.792 -8.763 -9.193
0.0152 0.01508 8.20000 4.4206252098 2.6106163218    4.172  4.308  3.4965 -0.311    8  0.820  0.400   431.62   215.45   134.62   103.35    85.42  0 -4.87e-06      0.17 6.346e-01 3.501e-01 1.667e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.999 1.826 1.036 -0.353 -2.744 -4.937 -7.806 -8.784 -9.225
0.0152 0.01508 8.20000 4.4206428528 2.6106164428    4.166  4.312  3.4958 -0.319    8  0.820  0.400   436.31   218.43   136.39   104.74    86.57  0 -5.12e-06      0.18 6.346e-01 3.501e-01 1.668e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -6.009 1.880 1.096 -0.300 -2.711 -4.912 -7.812 -8.794 -9.240
0.0152 0.01508 8.20000 4.4206643105 2.6106165900    4.158  4.315  3.4953 -0.325    8  0.821  0.400   439.73   220.62   137.69   105.76    87.41  0 -5.31e-06      0.18 6.346e-01 3.501e-01 1.669e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -6.016 1.921 1.140 -0.259 -2.687 -4.893 -7.816 -8.801 -9.251
0.0152 0.01508 8.20000 4.4206643105 2.6106165900    4.157  4.510  3.4688 -0.626    8  0.821  0.400   676.08   380.43   231.68   179.39   148.46  0 -4.06e-05      1.57 6.346e-01 3.501e-01 1.669e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -6.505 9.036 6.081 3.328 -0.336 -3.017 -7.383 -8.829 -9.785
0.0152 0.01508 8.20000 4.4206652641 2.6106165965    4.157  4.456  3.4761 -0.543    8  0.821  0.401   600.36   327.29   200.67   155.04   128.26  0 -2.31e-05      0.85 6.346e-01 3.501e-01 1.669e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -6.370 5.346 3.718 1.636 -1.466 -3.927 -7.750 -8.968 -9.688
0.0152 0.01508 8.20000 4.4206666946 2.6106166064    4.156  4.391  3.4849 -0.443    8  0.821  0.401   520.43   273.11   168.82   130.08   107.57  0 -1.18e-05      0.41 6.346e-01 3.501e-01 1.669e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -6.207 3.081 2.147 0.526 -2.195 -4.510 -7.879 -8.948 -9.500
0.0152 0.01508 8.20000 4.4206695557 2.6106166260    4.155  4.283  3.4995 -0.276    8  0.821  0.401   410.43   202.16   126.67    97.17    80.29  0 -3.83e-06      0.12 6.346e-01 3.501e-01 1.670e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.937 1.576 0.780 -0.577 -2.874 -5.032 -7.769 -8.728 -9.144
0.0152 0.01508 8.20000 4.4206743240 2.6106166587    4.153  4.215  3.5087 -0.171    8  0.821  0.401   338.02   167.16   105.63    80.81    66.74  2 -1.88e-06      0.04 6.346e-01 3.501e-01 1.671e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.766 1.142 0.145 -1.232 -3.244 -5.272 -7.623 -8.547 -8.910
0.0152 0.01508 8.20000 4.4206809998 2.6106167045    4.150  4.256  3.5031 -0.235    8  0.821  0.401   386.03   187.62   117.95    90.39    74.67  2  -2.9e-06      0.08 6.346e-01 3.501e-01 1.671e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.869 1.357 0.501 -0.853 -3.032 -5.137 -7.717 -8.660 -9.052
0.0152 0.01508 8.20000 4.4206900597 2.6106167666    4.146  4.288  3.4986 -0.286    8  0.821  0.401   415.89   205.59   128.71    98.77    81.62  0 -4.07e-06      0.13 6.345e-01 3.501e-01 1.673e-03 3.093e-03 5.557e-03 -1.000 1.532e-02 -5.950 1.645 0.854 -0.510 -2.833 -5.001 -7.776 -8.740 -9.163
0.0152 0.01508 8.20000 4.4207019806 2.6106168484    4.141  4.307  3.4959 -0.316    8  0.822  0.402   434.17   217.11   135.59   104.14    86.06  0 -4.98e-06      0.17 6.345e-01 3.501e-01 1.674e-03 3.093e-03 5.557e-03 -1.000 1.533e-02 -5.998 1.862 1.083 -0.307 -2.712 -4.911 -7.804 -8.784 -9.228
0.0152 0.01508 8.20000 4.4207172394 2.6106169530    4.135  4.316  3.4946 -0.331    8  0.822  0.402   443.34   222.96   139.07   106.86    88.32  0 -5.49e-06      0.19 6.345e-01 3.502e-01 1.675e-03 3.093e-03 5.557e-03 -1.000 1.533e-02 -6.020 1.966 1.195 -0.208 -2.653 -4.865 -7.817 -8.805 -9.259
0.0152 0.01508 8.20000 4.4207358360 2.6106170805    4.127  4.320  3.4939 -0.339    8  0.822  0.402   447.85   225.85   140.79   108.21    89.43  0 -5.76e-06      0.21 6.345e-01 3.502e-01 1.677e-03 3.092e-03 5.557e-03 -1.000 1.533e-02 -6.030 2.048 1.272 -0.142 -2.611 -4.833 -7.818 -8.811 -9.272
0.0152 0.01508 8.20000 4.4207582474 2.6106172342    4.117  4.322  3.4934 -0.344    8  0.823  0.403   451.04   227.91   142.01   109.17    90.23  0 -5.94e-06      0.22 6.345e-01 3.502e-01 1.678e-03 3.092e-03 5.557e-03 -1.000 1.533e-02 -6.035 2.123 1.338 -0.087 -2.576 -4.805 -7.816 -8.814 -9.281
0.0152 0.01508 8.20000 4.4207582474 2.6106172342    4.117  4.518  3.4667 -0.646    8  0.823  0.404   693.84   393.57   239.27   185.43   153.46  0 -4.55e-05      1.74 6.344e-01 3.502e-01 1.683e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -6.524 9.911 6.645 3.733 -0.060 -2.793 -7.285 -8.784 -9.794
0.0152 0.01508 8.20000 4.4207592010 2.6106172408    4.117  4.464  3.4740 -0.564    8  0.823  0.404   616.90   339.07   207.52   160.47   132.75  0 -2.61e-05      0.97 6.344e-01 3.502e-01 1.684e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -6.390 5.954 4.130 1.931 -1.266 -3.765 -7.693 -8.949 -9.710
0.0152 0.01508 8.20000 4.4207606316 2.6106172506    4.116  4.399  3.4828 -0.464    8  0.823  0.404   534.85   282.92   174.57   134.63   111.33  0 -1.33e-05      0.46 6.344e-01 3.502e-01 1.684e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -6.228 3.333 2.351 0.673 -2.094 -4.426 -7.873 -8.960 -9.532
0.0152 0.01508 8.20000 4.4207634926 2.6106172702    4.115  4.292  3.4974 -0.298    8  0.823  0.404   422.13   209.56   131.06   100.63    83.15  0 -4.34e-06      0.15 6.344e-01 3.502e-01 1.684e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -5.959 1.727 0.949 -0.422 -2.776 -4.956 -7.779 -8.749 -9.179
0.0152 0.01508 8.20000 4.4207682610 2.6106173029    4.112  4.223  3.5068 -0.192    8  0.823  0.404   351.23   173.00   109.14    83.56    69.02  2 -2.13e-06      0.05 6.344e-01 3.502e-01 1.685e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -5.787 1.193 0.256 -1.106 -3.168 -5.221 -7.645 -8.574 -8.944
0.0152 0.01508 8.20000 4.4207754135 2.6106173519    4.109  4.264  3.5011 -0.256    8  0.823  0.405   397.42   194.12   121.82    93.44    77.19  0 -3.26e-06      0.09 6.344e-01 3.502e-01 1.686e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -5.890 1.444 0.639 -0.707 -2.943 -5.075 -7.734 -8.684 -9.085
0.0152 0.01508 8.20000 4.4207849503 2.6106174173    4.104  4.296  3.4967 -0.306    8  0.823  0.405   426.80   212.51   132.82   102.01    84.29  0 -4.57e-06      0.16 6.344e-01 3.503e-01 1.688e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -5.969 1.784 1.012 -0.364 -2.741 -4.929 -7.784 -8.759 -9.194
0.0152 0.01508 8.20000 4.4207968712 2.6106174991    4.099  4.314  3.4940 -0.336    8  0.823  0.405   445.21   224.23   139.80   107.46    88.81  0 -5.57e-06      0.19 6.344e-01 3.503e-01 1.689e-03 3.092e-03 5.557e-03 -1.000 1.534e-02 -6.016 1.994 1.236 -0.167 -2.623 -4.840 -7.812 -8.802 -9.258
0.0152 0.01508 8.20000 4.4208126068 2.6106176070    4.091  4.323  3.4927 -0.350    8  0.824  0.406   454.39   230.12   143.30   110.20    91.08  0 -6.12e-06      0.23 6.344e-01 3.503e-01 1.690e-03 3.092e-03 5.557e-03 -1.000 1.535e-02 -6.037 2.198 1.412 -0.020 -2.531 -4.768 -7.811 -8.814 -9.287
0.0152 0.01508 8.20000 4.4208316803 2.6106177378    4.082  4.326  3.4920 -0.357    8  0.824  0.406   458.84   233.01   145.01   111.55    92.19  0  -6.4e-06      0.20 6.344e-01 3.503e-01 1.691e-03 3.092e-03 5.557e-03 -1.000 1.535e-02 -6.046 2.022 1.320 -0.077 -2.570 -4.801 -7.846 -8.839 -9.300
0.0152 0.01508 8.20000 4.4208545685 2.6106178948    4.072  4.328  3.4915 -0.363    8  0.824  0.406   461.93   235.04   146.21   112.49    92.97  0 -6.59e-06      0.21 6.344e-01 3.503e-01 1.690e-03 3.092e-03 5.557e-03 -1.000 1.535e-02 -6.051 2.083 1.377 -0.028 -2.538 -4.776 -7.845 -8.842 -9.308
0.0152 0.01508 8.20000 4.4208545685 2.6106178948    4.071  4.524  3.4646 -0.666    8  0.824  0.410   710.92   406.45   246.67   191.34   158.35  0 -5.05e-05      2.01 6.342e-01 3.504e-01 1.707e-03 3.091e-03 5.556e-03 -1.000 1.536e-02 -6.539 11.298 7.510 4.354 0.374 -2.434 -7.108 -8.688 -9.775
0.0152 0.01508 8.20000 4.4208555222 2.6106179013    4.071  4.471  3.4718 -0.584    8  0.824  0.410   632.94   350.68   214.24   165.82   137.18  0 -2.92e-05      1.13 6.342e-01 3.504e-01 1.708e-03 3.091e-03 5.556e-03 -1.000 1.536e-02 -6.408 6.816 4.695 2.339 -0.986 -3.536 -7.597 -8.905 -9.720
0.0152 0.01508 8.20000 4.4208569527 2.6106179111    4.070  4.406  3.4807 -0.484    8  0.825  0.410   548.86   292.60   180.23   139.12   115.04  0 -1.49e-05      0.52 6.342e-01 3.504e-01 1.708e-03 3.091e-03 5.556e-03 -1.000 1.536e-02 -6.246 3.697 2.627 0.873 -1.955 -4.311 -7.848 -8.959 -9.558
0.0152 0.01508 8.20000 4.4208602905 2.6106179340    4.068  4.299  3.4954 -0.318    8  0.825  0.410   433.59   216.88   135.39   104.06    85.98  0 -4.89e-06      0.17 6.342e-01 3.504e-01 1.708e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -5.978 1.870 1.114 -0.270 -2.680 -4.880 -7.788 -8.768 -9.211
0.0152 0.01508 8.20000 4.4208650589 2.6106179667    4.066  4.230  3.5049 -0.211    8  0.825  0.410   364.23   178.79   112.59    86.28    71.26  2 -2.38e-06      0.06 6.342e-01 3.504e-01 1.709e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -5.805 1.271 0.386 -0.965 -3.082 -5.161 -7.662 -8.596 -8.975
0.0152 0.01508 8.20000 4.4208722115 2.6106180157    4.062  4.271  3.4992 -0.275    8  0.825  0.410   407.73   200.59   125.66    96.47    79.70  0 -3.65e-06      0.11 6.342e-01 3.504e-01 1.709e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -5.907 1.559 0.790 -0.555 -2.848 -5.005 -7.745 -8.703 -9.115
0.0152 0.01508 8.20000 4.4208822250 2.6106180844    4.057  4.302  3.4947 -0.325    8  0.825  0.410   437.57   219.43   136.91   105.25    86.97  0 -5.09e-06      0.18 6.342e-01 3.504e-01 1.710e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -5.986 1.917 1.168 -0.220 -2.648 -4.855 -7.792 -8.775 -9.222
0.0152 0.01508 8.20000 4.4208950996 2.6106181727    4.050  4.320  3.4921 -0.355    8  0.825  0.410   456.20   231.39   144.02   110.81    91.57  0 -6.19e-06      0.24 6.342e-01 3.504e-01 1.710e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -6.031 2.239 1.464 0.030 -2.495 -4.737 -7.804 -8.809 -9.285
0.0152 0.01508 8.20000 4.4209113121 2.6106182839    4.042  4.329  3.4907 -0.369    8  0.826  0.410   465.51   237.43   147.60   113.62    93.90  0  -6.8e-06      0.22 6.342e-01 3.504e-01 1.710e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -6.052 2.156 1.452 0.041 -2.492 -4.738 -7.840 -8.842 -9.314
0.0152 0.01508 8.20000 4.4209313393 2.6106184212    4.031  4.332  3.4900 -0.377    8  0.826  0.410   470.07   240.43   149.37   115.01    95.05  0  -7.1e-06      0.24 6.342e-01 3.504e-01 1.710e-03 3.091e-03 5.556e-03 -1.000 1.537e-02 -6.060 2.243 1.533 0.110 -2.448 -4.703 -7.840 -8.847 -9.326
0.0152 0.01508 8.20000 4.4209551811 2.6106185847    4.019  4.334  3.4895 -0.382    8  0.826  0.410   473.30   242.56   150.63   116.01    95.87  0 -7.32e-06      0.25 6.342e-01 3.504e-01 1.708e-03 3.091e-03 5.556e-03 -1.000 1.536e-02 -6.065 2.306 1.586 0.148 -2.421 -4.680 -7.838 -8.849 -9.334
0.0152 0.01508 8.20000 4.4209551811 2.6106185847    4.019  4.529  3.4624 -0.686    8  0.826  0.417   728.74   420.13   254.53   197.62   163.54  0 -5.62e-05      2.29 6.340e-01 3.506e-01 1.736e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -6.553 12.726 8.400 4.990 0.820 -2.065 -6.924 -8.588 -9.752
0.0152 0.01508 8.20000 4.4209561348 2.6106185912    4.018  4.477  3.4696 -0.605    8  0.826  0.417   649.68   363.00   221.37   171.50   141.88  0 -3.26e-05      1.30 6.340e-01 3.506e-01 1.736e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -6.423 7.696 5.271 2.755 -0.700 -3.303 -7.498 -8.859 -9.729
0.0152 0.01508 8.20000 4.4209575653 2.6106186010    4.017  4.413  3.4785 -0.505    8  0.826  0.417   563.48   302.86   186.20   143.87   118.97  0 -1.67e-05      0.62 6.340e-01 3.506e-01 1.736e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -6.262 4.195 2.982 1.130 -1.778 -4.166 -7.804 -8.946 -9.580
0.0152 0.01508 8.20000 4.4209609032 2.6106186239    4.015  4.306  3.4932 -0.340    8  0.826  0.417   445.56   224.62   139.97   107.68    88.97  0  -5.5e-06      0.19 6.340e-01 3.506e-01 1.736e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -5.995 2.013 1.284 -0.112 -2.578 -4.799 -7.796 -8.785 -9.242
0.0152 0.01508 8.20000 4.4209656715 2.6106186566    4.012  4.237  3.5028 -0.232    8  0.827  0.417   377.86   184.88   116.22    89.15    73.63  2 -2.67e-06      0.07 6.340e-01 3.506e-01 1.737e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -5.821 1.361 0.531 -0.811 -2.987 -5.092 -7.676 -8.616 -9.005
0.0152 0.01508 8.20000 4.4209733009 2.6106187089    4.008  4.277  3.4971 -0.296    8  0.827  0.417   418.49   207.41   129.70    99.67    82.34  0 -4.08e-06      0.13 6.340e-01 3.506e-01 1.737e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -5.922 1.703 0.958 -0.398 -2.747 -4.925 -7.751 -8.718 -9.144
0.0152 0.01508 8.20000 4.4209833145 2.6106187776    4.002  4.308  3.4927 -0.345    8  0.827  0.417   448.78   226.72   141.21   108.66    89.78  0 -5.67e-06      0.20 6.340e-01 3.506e-01 1.737e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -6.000 2.069 1.340 -0.062 -2.545 -4.772 -7.796 -8.789 -9.250
0.0152 0.01508 8.20000 4.4209961891 2.6106188659    3.994  4.326  3.4900 -0.374    8  0.827  0.417   467.64   238.95   148.46   114.34    94.49  0 -6.88e-06      0.23 6.340e-01 3.506e-01 1.736e-03 3.090e-03 5.556e-03 -1.000 1.540e-02 -6.045 2.207 1.515 0.101 -2.448 -4.700 -7.831 -8.835 -9.311
0.0152 0.01508 8.20000 4.4210124016 2.6106189771    3.984  4.334  3.4886 -0.389    8  0.827  0.416   477.06   245.13   152.12   117.21    96.86  0 -7.54e-06      0.26 6.340e-01 3.506e-01 1.735e-03 3.090e-03 5.556e-03 -1.000 1.539e-02 -6.065 2.382 1.654 0.200 -2.383 -4.647 -7.832 -8.848 -9.338
0.0152 0.01508 8.20000 4.4210324287 2.6106191144    3.972  4.337  3.4879 -0.396    8  0.828  0.416   481.72   248.22   153.94   118.65    98.05  0 -7.88e-06      0.28 6.340e-01 3.506e-01 1.734e-03 3.090e-03 5.556e-03 -1.000 1.539e-02 -6.072 2.470 1.726 0.252 -2.347 -4.617 -7.831 -8.853 -9.350
0.0152 0.01508 8.20000 4.4210567474 2.6106192811    3.957  4.339  3.4874 -0.402    8  0.828  0.415   485.04   250.45   155.25   119.69    98.91  0 -8.12e-06      0.29 6.340e-01 3.506e-01 1.731e-03 3.090e-03 5.556e-03 -1.000 1.539e-02 -6.076 2.535 1.780 0.291 -2.320 -4.594 -7.828 -8.854 -9.357
0.0152 0.01508 8.20000 4.4210567474 2.6106192811    3.957  4.534  3.4600 -0.707    8  0.828  0.425   747.20   434.63   262.81   204.27   169.04  0 -6.24e-05      2.57 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.565 14.182 9.309 5.640 1.276 -1.686 -6.735 -8.485 -9.728
0.0152 0.01508 8.20000 4.4210577011 2.6106192877    3.956  4.483  3.4672 -0.627    8  0.828  0.425   667.02   376.04   228.87   177.51   146.84  0 -3.65e-05      1.47 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.437 8.588 5.852 3.176 -0.411 -3.067 -7.394 -8.809 -9.734
0.0152 0.01508 8.20000 4.4210591316 2.6106192975    3.955  4.418  3.4762 -0.526    8  0.828  0.425   578.66   313.70   192.49   148.90   123.12  0 -1.87e-05      0.71 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.276 4.698 3.338 1.385 -1.601 -4.020 -7.756 -8.930 -9.600
0.0152 0.01508 8.20000 4.4210624695 2.6106193204    3.953  4.312  3.4910 -0.361    8  0.828  0.425   457.98   232.78   144.77   111.49    92.12  0 -6.19e-06      0.24 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.010 2.277 1.536 0.109 -2.433 -4.682 -7.786 -8.793 -9.271
0.0152 0.01508 8.20000 4.4210672379 2.6106193531    3.950  4.242  3.5007 -0.253    8  0.828  0.425   392.04   191.29   120.02    92.17    76.12  0 -2.99e-06      0.08 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -5.836 1.454 0.683 -0.647 -2.884 -5.018 -7.688 -8.635 -9.033
0.0152 0.01508 8.20000 4.4210748672 2.6106194054    3.945  4.282  3.4949 -0.317    8  0.829  0.425   429.64   214.57   133.93   103.03    85.11  0 -4.57e-06      0.16 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -5.936 1.848 1.130 -0.237 -2.642 -4.840 -7.756 -8.732 -9.171
0.0152 0.01508 8.20000 4.4210848808 2.6106194740    3.938  4.313  3.4905 -0.366    8  0.829  0.424   460.42   234.40   145.72   112.25    92.75  0 -6.33e-06      0.20 6.338e-01 3.507e-01 1.769e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.013 2.088 1.429 0.039 -2.478 -4.719 -7.816 -8.811 -9.275
0.0152 0.01508 8.20000 4.4210977554 2.6106195623    3.929  4.331  3.4878 -0.395    8  0.829  0.424   479.50   246.89   153.12   118.05    97.55  0 -7.65e-06      0.27 6.338e-01 3.507e-01 1.768e-03 3.089e-03 5.555e-03 -1.000 1.543e-02 -6.056 2.440 1.714 0.248 -2.344 -4.611 -7.821 -8.840 -9.334
0.0152 0.01508 8.20000 4.4211139679 2.6106196735    3.918  4.338  3.4865 -0.409    8  0.829  0.424   489.02   253.21   156.85   120.98    99.98  0 -8.38e-06      0.30 6.338e-01 3.507e-01 1.767e-03 3.090e-03 5.555e-03 -1.000 1.543e-02 -6.076 2.610 1.849 0.344 -2.279 -4.558 -7.821 -8.852 -9.360
0.0152 0.01508 8.20000 4.4211339951 2.6106198108    3.905  4.341  3.4857 -0.417    8  0.830  0.424   493.77   256.41   158.73   122.47   101.21  0 -8.75e-06      0.32 6.339e-01 3.507e-01 1.764e-03 3.090e-03 5.555e-03 -1.000 1.543e-02 -6.083 2.697 1.919 0.394 -2.244 -4.529 -7.819 -8.856 -9.372
0.0152 0.01508 8.20000 4.4211583138 2.6106199775    3.889  4.343  3.4852 -0.422    8  0.830  0.423   497.17   258.73   160.08   123.55   102.10  0 -9.02e-06      0.33 6.339e-01 3.507e-01 1.761e-03 3.090e-03 5.555e-03 -1.000 1.542e-02 -6.087 2.761 1.973 0.434 -2.216 -4.505 -7.815 -8.858 -9.378
0.0152 0.01508 8.20000 4.4211583138 2.6106199775    3.888  4.538  3.4575 -0.728    8  0.830  0.434   766.29   449.96   271.55   211.31   174.85  0 -6.94e-05      2.86 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.576 15.653 10.224 6.305 1.738 -1.304 -6.541 -8.380 -9.701
0.0152 0.01508 8.20000 4.4211592674 2.6106199841    3.888  4.488  3.4647 -0.649    8  0.830  0.434   684.95   389.80   236.77   183.85   152.08  0 -4.09e-05      1.64 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.449 9.499 6.446 3.604 -0.115 -2.827 -7.287 -8.757 -9.737
0.0152 0.01508 8.20000 4.4211606979 2.6106199939    3.886  4.423  3.4737 -0.549    8  0.830  0.434   594.36   325.13   199.11   154.19   127.49  0 -2.09e-05      0.80 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.288 5.209 3.700 1.645 -1.421 -3.873 -7.708 -8.913 -9.618
0.0152 0.01508 8.20000 4.4211640358 2.6106200168    3.884  4.318  3.4886 -0.384    8  0.830  0.434   470.84   241.35   149.79   115.50    95.43  0 -6.97e-06      0.24 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.024 2.292 1.610 0.180 -2.382 -4.638 -7.808 -8.817 -9.297
0.0152 0.01508 8.20000 4.4211692810 2.6106200527    3.880  4.247  3.4985 -0.275    8  0.830  0.434   403.33   198.00   123.99    95.32    78.72  0 -3.35e-06      0.10 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -5.848 1.547 0.827 -0.498 -2.788 -4.944 -7.699 -8.652 -9.059
0.0152 0.01508 8.20000 4.4211764336 2.6106201018    3.875  4.287  3.4927 -0.338    8  0.830  0.434   441.20   222.10   138.36   106.56    88.02  0 -5.12e-06      0.18 6.336e-01 3.509e-01 1.809e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -5.948 1.994 1.306 -0.072 -2.533 -4.753 -7.759 -8.746 -9.197
0.0152 0.01508 8.20000 4.4211864471 2.6106201704    3.867  4.317  3.4882 -0.387    8  0.831  0.434   472.47   242.46   150.44   116.02    95.86  0 -7.06e-06      0.24 6.336e-01 3.509e-01 1.808e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.024 2.328 1.642 0.204 -2.363 -4.622 -7.805 -8.816 -9.299
0.0152 0.01508 8.20000 4.4211993217 2.6106202587    3.857  4.335  3.4856 -0.416    8  0.831  0.434   491.78   255.26   158.00   121.96   100.78  0 -8.52e-06      0.31 6.336e-01 3.509e-01 1.808e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.066 2.673 1.913 0.395 -2.237 -4.519 -7.808 -8.843 -9.356
0.0152 0.01508 8.20000 4.4212160110 2.6106203731    3.845  4.342  3.4842 -0.430    8  0.831  0.434   501.44   261.75   161.82   124.97   103.27  0 -9.32e-06      0.34 6.336e-01 3.509e-01 1.806e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.085 2.844 2.048 0.491 -2.171 -4.466 -7.807 -8.855 -9.381
0.0152 0.01508 8.20000 4.4212360382 2.6106205104    3.830  4.345  3.4835 -0.438    8  0.831  0.433   506.28   265.05   163.76   126.51   104.54  0 -9.72e-06      0.36 6.337e-01 3.509e-01 1.803e-03 3.089e-03 5.554e-03 -1.000 1.547e-02 -6.092 2.934 2.121 0.544 -2.135 -4.435 -7.804 -8.859 -9.392
0.0152 0.01508 8.20000 4.4212603569 2.6106206772    3.812  4.346  3.4829 -0.443    8  0.832  0.432   509.78   267.49   165.18   127.64   105.47  0    -1e-05      0.37 6.337e-01 3.509e-01 1.799e-03 3.089e-03 5.554e-03 -1.000 1.546e-02 -6.095 3.002 2.178 0.586 -2.105 -4.410 -7.800 -8.859 -9.398
0.0152 0.01508 8.20000 4.4212603569 2.6106206772    3.811  4.542  3.4550 -0.751    8  0.832  0.446   759.51    -1.00    -1.00    -1.00    -1.00  0 -7.73e-05      3.15 6.334e-01 3.511e-01 1.858e-03 3.088e-03 5.553e-03 -1.000 1.553e-02 -6.584 17.152 11.158 6.983 2.208 -0.913 -6.342 -8.271 -9.671
